Sequence duration,Step type,Attribute,Action,Comment,Frame Number,Frame timer (ms),Step completion time
00:00:06.0,Wait,0.10 sec,Delay,,335339,12873403,17:24:20.942
00:00:06.0,Digital Output,Right airpuff,OFF,,335339,12873403,17:24:20.943
00:00:06.2,Wait,0.20 sec,Delay,,335344,12873594,17:24:21.143
00:00:06.2,Digital Output,Left airpuff,ON,,335344,12873594,17:24:21.144
00:00:06.3,Wait,0.10 sec,Delay,,335347,12873710,17:24:21.244
00:00:06.3,Digital Output,Left airpuff,OFF,,335347,12873710,17:24:21.245
00:00:06.5,Wait,0.20 sec,Delay,,335352,12873902,17:24:21.445
00:00:06.5,Digital Output,Right airpuff,ON,,335352,12873902,17:24:21.446
00:00:06.6,Wait,0.10 sec,Delay,,335355,12874016,17:24:21.546
00:00:06.6,Digital Output,Right airpuff,OFF,,335355,12874016,17:24:21.547
00:00:06.8,Wait,0.20 sec,Delay,,335360,12874208,17:24:21.747
00:00:06.8,Digital Output,Left airpuff,ON,,335360,12874208,17:24:21.748
00:00:06.9,Wait,0.10 sec,Delay,,335363,12874323,17:24:21.848
00:00:06.9,Digital Output,Left airpuff,OFF,,335363,12874323,17:24:21.849
00:00:07.1,Wait,0.20 sec,Delay,,335368,12874515,17:24:22.049
00:00:07.1,Digital Output,Right airpuff,ON,,335368,12874515,17:24:22.050
00:00:07.2,Wait,0.10 sec,Delay,,335371,12874631,17:24:22.150
00:00:07.2,Digital Output,Right airpuff,OFF,,335371,12874631,17:24:22.151
00:00:07.4,Wait,0.20 sec,Delay,,335376,12874822,17:24:22.351
00:00:07.4,Digital Output,Left odour shutoff,OFF,,335376,12874822,17:24:22.352
00:00:07.4,Digital Output,Right odour shutoff,OFF,,335376,12874822,17:24:22.353
00:00:07.4,Experiment State,Set state,Acclimatise: Air,,335376,12874822,17:24:22.353
00:00:07.4,Subroutine,comp air,Iterations = 1,Compensatory air for 120sec,335376,12874822,17:24:22.353
00:00:07.4,Digital Output,Left comp air,ON,,335376,12874822,17:24:22.355
00:00:07.4,Digital Output,Right comp air,ON,,335376,12874822,17:24:22.356
00:02:07.4,Wait,120.00 sec,Delay,,338502,12994796,17:26:22.336
00:02:07.4,Digital Output,Left comp air,OFF,,338502,12994796,17:26:22.337
00:02:07.4,Digital Output,Right comp air,OFF,,338502,12994796,17:26:22.339
00:02:07.4,Subroutine,LED then OCT - no wait,Iterations = 1,,338502,12994796,17:26:22.339
00:02:07.4,Experiment State,Set state,No Shock: MCH(R) + MCH(L),,338502,12994796,17:26:22.339
00:02:07.4,Digital Output,Left OCT,ON,,338502,12994796,17:26:22.340
00:02:07.4,Digital Output,Right OCT,ON,,338502,12994796,17:26:22.342
00:02:22.4,Wait,15.00 sec,Delay,,338893,13009802,17:26:37.342
00:02:22.4,Digital Output,Left OCT,OFF,,338893,13009802,17:26:37.343
00:02:22.4,Digital Output,Right OCT,OFF,,338893,13009802,17:26:37.345
00:02:22.5,Experiment State,Set state,Recess: Air,,338896,13009917,17:26:37.445
00:02:22.5,Digital Output,Opto LEDs,ON,,338896,13009917,17:26:37.446
00:02:52.5,Wait,30.00 sec,Delay,,339677,13039892,17:27:07.446
00:02:52.5,Digital Output,Opto LEDs,OFF,,339678,13039930,17:27:07.447
00:02:52.5,Feedback Stimulation,Shock,-2.000 < cX < 2.000,,339678,13039930,17:27:07.447
00:03:12.5,Wait,20.00 sec,Delay,,340199,13059925,17:27:27.447
00:03:12.5,Feedback Stimulation,Shock,Disabled,,340199,13059925,17:27:27.447
00:05:12.5,Wait,120.00 sec,Delay,,343325,13179898,17:29:27.447
00:05:12.5,Subroutine,MCH 15S,Iterations = 1,MCH both sides for 60 sec,343325,13179898,17:29:27.447
00:05:12.5,Digital Output,Right MCH,ON,,343325,13179898,17:29:27.449
00:05:12.5,Digital Output,Left MCH,ON,,343325,13179898,17:29:27.450
00:05:27.5,Wait,15.00 sec,Delay,,343716,13194904,17:29:42.452
00:05:27.5,Digital Output,Left MCH,OFF,,343716,13194904,17:29:42.453
00:05:27.5,Digital Output,Right MCH,OFF,,343716,13194904,17:29:42.455
00:05:27.5,Subroutine,LED then OCT,Iterations = 3,,343716,13194904,17:29:42.455
00:25:27.5,Wait,1200.00 sec,Delay,,374983,14394903,17:49:42.438
00:25:27.5,Experiment State,Set state,No Shock: MCH(R) + MCH(L),,374983,14394903,17:49:42.438
00:25:27.5,Digital Output,Left OCT,ON,,374983,14394903,17:49:42.439
00:25:27.5,Digital Output,Right OCT,ON,,374983,14394903,17:49:42.441
00:25:42.5,Wait,15.00 sec,Delay,,375374,14409909,17:49:57.440
00:25:42.5,Digital Output,Left OCT,OFF,,375374,14409909,17:49:57.442
00:25:42.5,Digital Output,Right OCT,OFF,,375374,14409909,17:49:57.443
00:25:42.6,Experiment State,Set state,Recess: Air,,375377,14410024,17:49:57.544
00:25:42.6,Digital Output,Opto LEDs,ON,,375377,14410024,17:49:57.545
00:26:12.6,Wait,30.00 sec,Delay,,376158,14439999,17:50:27.546
00:26:12.6,Digital Output,Opto LEDs,OFF,,376158,14439999,17:50:27.547
00:26:12.6,Feedback Stimulation,Shock,-2.000 < cX < 2.000,,376158,14439999,17:50:27.547
00:26:32.6,Wait,20.00 sec,Delay,,376679,14459994,17:50:47.548
00:26:32.6,Feedback Stimulation,Shock,Disabled,,376679,14459994,17:50:47.548
00:28:32.6,Wait,120.00 sec,Delay,,379806,14580006,17:52:47.549
00:28:32.6,Subroutine,MCH 15S,Iterations = 1,MCH both sides for 60 sec,379806,14580006,17:52:47.549
00:28:32.6,Digital Output,Right MCH,ON,,379806,14580006,17:52:47.550
00:28:32.6,Digital Output,Left MCH,ON,,379806,14580006,17:52:47.552
00:28:47.6,Wait,15.00 sec,Delay,,380197,14595011,17:53:02.553
00:28:47.6,Digital Output,Left MCH,OFF,,380197,14595011,17:53:02.554
00:28:47.6,Digital Output,Right MCH,OFF,,380197,14595011,17:53:02.556
00:48:47.6,Wait,1200.00 sec,Delay,,411464,15795010,18:13:02.547
00:48:47.6,Experiment State,Set state,No Shock: MCH(R) + MCH(L),,411464,15795010,18:13:02.547
00:48:47.6,Digital Output,Left OCT,ON,,411464,15795010,18:13:02.548
00:48:47.6,Digital Output,Right OCT,ON,,411464,15795010,18:13:02.550
00:49:02.6,Wait,15.00 sec,Delay,,411855,15810017,18:13:17.550
00:49:02.6,Digital Output,Left OCT,OFF,,411855,15810017,18:13:17.551
00:49:02.6,Digital Output,Right OCT,OFF,,411855,15810017,18:13:17.553
00:49:02.7,Experiment State,Set state,Recess: Air,,411858,15810132,18:13:17.653
00:49:02.7,Digital Output,Opto LEDs,ON,,411858,15810132,18:13:17.654
00:49:32.7,Wait,30.00 sec,Delay,,412639,15840106,18:13:47.654
00:49:32.7,Digital Output,Opto LEDs,OFF,,412639,15840106,18:13:47.656
00:49:32.7,Feedback Stimulation,Shock,-2.000 < cX < 2.000,,412639,15840106,18:13:47.656
00:49:52.7,Wait,20.00 sec,Delay,,413160,15860101,18:14:07.636
00:49:52.7,Feedback Stimulation,Shock,Disabled,,413160,15860101,18:14:07.636
00:51:52.7,Wait,120.00 sec,Delay,,416287,15980113,18:16:07.637
00:51:52.7,Subroutine,MCH 15S,Iterations = 1,MCH both sides for 60 sec,416287,15980113,18:16:07.637
00:51:52.7,Digital Output,Right MCH,ON,,416287,15980113,18:16:07.639
00:51:52.7,Digital Output,Left MCH,ON,,416287,15980113,18:16:07.640
00:52:07.7,Wait,15.00 sec,Delay,,416678,15995119,18:16:22.641
00:52:07.7,Digital Output,Left MCH,OFF,,416678,15995119,18:16:22.643
00:52:07.7,Digital Output,Right MCH,OFF,,416678,15995119,18:16:22.644
01:12:07.7,Wait,1200.00 sec,Delay,,447945,17195117,18:36:22.654
01:12:07.7,Experiment State,Set state,No Shock: MCH(R) + MCH(L),,447945,17195117,18:36:22.654
01:12:07.7,Digital Output,Left OCT,ON,,447945,17195117,18:36:22.655
01:12:07.7,Digital Output,Right OCT,ON,,447945,17195117,18:36:22.657
01:12:22.7,Wait,15.00 sec,Delay,,448335,17210085,18:36:37.638
01:12:22.7,Digital Output,Left OCT,OFF,,448335,17210085,18:36:37.639
01:12:22.7,Digital Output,Right OCT,OFF,,448335,17210085,18:36:37.641
01:12:22.8,Experiment State,Set state,Recess: Air,,448338,17210201,18:36:37.741
01:12:22.8,Digital Output,Opto LEDs,ON,,448338,17210201,18:36:37.742
01:12:52.8,Wait,30.00 sec,Delay,,449120,17240213,18:37:07.742
01:12:52.8,Digital Output,Opto LEDs,OFF,,449120,17240213,18:37:07.743
01:12:52.8,Feedback Stimulation,Shock,-2.000 < cX < 2.000,,449120,17240213,18:37:07.743
01:13:12.8,Wait,20.00 sec,Delay,,449641,17260209,18:37:27.744
01:13:12.8,Feedback Stimulation,Shock,Disabled,,449641,17260209,18:37:27.744
01:15:12.8,Wait,120.00 sec,Delay,,452768,17380220,18:39:27.746
01:15:12.8,Subroutine,MCH 15S,Iterations = 1,MCH both sides for 60 sec,452768,17380220,18:39:27.746
01:15:12.8,Digital Output,Right MCH,ON,,452768,17380220,18:39:27.747
01:15:12.8,Digital Output,Left MCH,ON,,452768,17380220,18:39:27.749
01:15:27.8,Wait,15.00 sec,Delay,,453159,17395227,18:39:42.750
01:15:27.8,Digital Output,Left MCH,OFF,,453159,17395227,18:39:42.751
01:15:27.8,Digital Output,Right MCH,OFF,,453159,17395227,18:39:42.753
01:15:27.9,Experiment State,Set state,Recess: Air,,453161,17395303,18:39:42.853
01:15:27.9,Subroutine,comp air,Iterations = 1,120 sec comp air,453161,17395303,18:39:42.853
01:15:27.9,Digital Output,Left comp air,ON,,453161,17395303,18:39:42.854
01:15:27.9,Digital Output,Right comp air,ON,,453161,17395303,18:39:42.856
01:30:27.9,Wait,900.00 sec,Delay,,476611,18295293,18:54:42.840
01:30:27.9,Digital Output,Left comp air,OFF,,476611,18295293,18:54:42.841
01:30:27.9,Digital Output,Right comp air,OFF,,476611,18295293,18:54:42.843
01:30:27.9,Subroutine,Airpuff agitation,Iterations = 1,,476611,18295293,18:54:42.843
01:30:27.9,Digital Output,Left odour shutoff,ON,,476611,18295293,18:54:42.844
01:30:27.9,Digital Output,Right odour shutoff,ON,,476611,18295293,18:54:42.846
01:30:32.9,Wait,5.00 sec,Delay,,476742,18300320,18:54:47.846
01:30:32.9,Subroutine,Left RIght Puff,Iterations = 4,,476742,18300320,18:54:47.846
01:30:32.9,Digital Output,Left airpuff,ON,,476742,18300320,18:54:47.847
01:30:33.0,Wait,0.10 sec,Delay,,476744,18300397,18:54:47.948
01:30:33.0,Digital Output,Left airpuff,OFF,,476744,18300397,18:54:47.949
01:30:33.2,Wait,0.20 sec,Delay,,476750,18300627,18:54:48.150
01:30:33.2,Digital Output,Right airpuff,ON,,476750,18300627,18:54:48.151
01:30:33.3,Wait,0.10 sec,Delay,,476752,18300703,18:54:48.252
01:30:33.3,Digital Output,Right airpuff,OFF,,476752,18300703,18:54:48.253
01:30:33.5,Wait,0.20 sec,Delay,,476758,18300934,18:54:48.454
01:30:33.5,Digital Output,Left airpuff,ON,,476758,18300934,18:54:48.455
01:30:33.6,Wait,0.10 sec,Delay,,476760,18301011,18:54:48.536
01:30:33.6,Digital Output,Left airpuff,OFF,,476760,18301011,18:54:48.537
01:30:33.8,Wait,0.20 sec,Delay,,476765,18301202,18:54:48.738
01:30:33.8,Digital Output,Right airpuff,ON,,476765,18301202,18:54:48.739
01:30:33.9,Wait,0.10 sec,Delay,,476768,18301318,18:54:48.840
01:30:33.9,Digital Output,Right airpuff,OFF,,476768,18301318,18:54:48.841
01:30:34.1,Wait,0.20 sec,Delay,,476773,18301509,18:54:49.042
01:30:34.1,Digital Output,Left airpuff,ON,,476773,18301509,18:54:49.043
01:30:34.2,Wait,0.10 sec,Delay,,476776,18301625,18:54:49.144
01:30:34.2,Digital Output,Left airpuff,OFF,,476776,18301625,18:54:49.145
01:30:34.4,Wait,0.20 sec,Delay,,476781,18301816,18:54:49.346
01:30:34.4,Digital Output,Right airpuff,ON,,476781,18301816,18:54:49.347
01:30:34.5,Wait,0.10 sec,Delay,,476783,18301893,18:54:49.448
01:30:34.5,Digital Output,Right airpuff,OFF,,476783,18301893,18:54:49.449
01:30:34.7,Wait,0.20 sec,Delay,,476789,18302123,18:54:49.650
01:30:34.7,Digital Output,Left airpuff,ON,,476789,18302123,18:54:49.651
01:30:34.8,Wait,0.10 sec,Delay,,476791,18302200,18:54:49.752
01:30:34.8,Digital Output,Left airpuff,OFF,,476791,18302200,18:54:49.753
01:30:35.0,Wait,0.20 sec,Delay,,476797,18302431,18:54:49.953
01:30:35.0,Digital Output,Right airpuff,ON,,476797,18302431,18:54:49.954
01:30:35.1,Wait,0.10 sec,Delay,,476799,18302508,18:54:50.055
01:30:35.1,Digital Output,Right airpuff,OFF,,476799,18302508,18:54:50.056
01:30:35.3,Wait,0.20 sec,Delay,,476804,18302700,18:54:50.237
01:30:35.3,Digital Output,Left odour shutoff,OFF,,476804,18302700,18:54:50.238
01:30:35.3,Digital Output,Right odour shutoff,OFF,,476804,18302700,18:54:50.240
01:30:35.3,Experiment State,Set state,Arousal Test: MCH(R) + OCT(L),,476804,18302700,18:54:50.240
01:30:35.3,Digital Output,Left OCT,ON,,476804,18302700,18:54:50.241
01:30:35.3,Digital Output,Right MCH,ON,,476804,18302700,18:54:50.242
01:32:35.3,Wait,120.00 sec,Delay,Arousal test duration,479931,18422711,18:56:50.245
01:32:35.3,Digital Output,Right MCH,OFF,,479931,18422711,18:56:50.246
01:32:35.3,Digital Output,Left OCT,OFF,End Arousal test,479931,18422711,18:56:50.248
01:32:35.3,Experiment State,Set state,Complete,,479931,18422711,18:56:50.248
01:32:37.3,Plugin,Mutli-Fly Tracker,LOG Off,End test count,479983,18424706,18:56:52.248
01:32:37.3,Plugin,Mutli-Fly Tracker,LOG Close,,479983,18424706,18:56:52.248
18:56:52.2,End of Sequence,,,,,,
