Seconds,Time,FrameIn,FrameOut,ExperimentState,Ch1_Error,Ch1_PI_r,Ch1_AvX,Ch1_AssErr,Ch1_Left,Ch1_Void,Ch1_Right,Ch2_Error,Ch2_PI_r,Ch2_AvX,Ch2_AssErr,Ch2_Left,Ch2_Void,Ch2_Right,Ch3_Error,Ch3_PI_r,Ch3_AvX,Ch3_AssErr,Ch3_Left,Ch3_Void,Ch3_Right,Ch4_Error,Ch4_PI_r,Ch4_AvX,Ch4_AssErr,Ch4_Left,Ch4_Void,Ch4_Right,Ch5_Error,Ch5_PI_r,Ch5_AvX,Ch5_AssErr,Ch5_Left,Ch5_Void,Ch5_Right,Ch5_Obj1_X,Ch5_Obj1_Y,Ch5_Obj1_Vpix/s,Ch5_Obj1_Prox,Ch5_Obj1_Touch,Ch5_Obj2_X,Ch5_Obj2_Y,Ch5_Obj2_Vpix/s,Ch5_Obj2_Prox,Ch5_Obj2_Touch,Ch5_Obj3_X,Ch5_Obj3_Y,Ch5_Obj3_Vpix/s,Ch5_Obj3_Prox,Ch5_Obj3_Touch,Ch5_Obj4_X,Ch5_Obj4_Y,Ch5_Obj4_Vpix/s,Ch5_Obj4_Prox,Ch5_Obj4_Touch,Ch5_Obj5_X,Ch5_Obj5_Y,Ch5_Obj5_Vpix/s,Ch5_Obj5_Prox,Ch5_Obj5_Touch,Ch5_Obj6_X,Ch5_Obj6_Y,Ch5_Obj6_Vpix/s,Ch5_Obj6_Prox,Ch5_Obj6_Touch,Ch6_Error,Ch6_PI_r,Ch6_AvX,Ch6_AssErr,Ch6_Left,Ch6_Void,Ch6_Right,Ch6_Obj1_X,Ch6_Obj1_Y,Ch6_Obj1_Vpix/s,Ch6_Obj1_Prox,Ch6_Obj1_Touch,Ch6_Obj2_X,Ch6_Obj2_Y,Ch6_Obj2_Vpix/s,Ch6_Obj2_Prox,Ch6_Obj2_Touch,Ch6_Obj3_X,Ch6_Obj3_Y,Ch6_Obj3_Vpix/s,Ch6_Obj3_Prox,Ch6_Obj3_Touch,Ch6_Obj4_X,Ch6_Obj4_Y,Ch6_Obj4_Vpix/s,Ch6_Obj4_Prox,Ch6_Obj4_Touch,Ch6_Obj5_X,Ch6_Obj5_Y,Ch6_Obj5_Vpix/s,Ch6_Obj5_Prox,Ch6_Obj5_Touch,Ch6_Obj6_X,Ch6_Obj6_Y,Ch6_Obj6_Vpix/s,Ch6_Obj6_Prox,Ch6_Obj6_Touch,Ch7_Error,Ch7_PI_r,Ch7_AvX,Ch7_AssErr,Ch7_Left,Ch7_Void,Ch7_Right,Ch7_Obj1_X,Ch7_Obj1_Y,Ch7_Obj1_Vpix/s,Ch7_Obj1_Prox,Ch7_Obj1_Touch,Ch7_Obj2_X,Ch7_Obj2_Y,Ch7_Obj2_Vpix/s,Ch7_Obj2_Prox,Ch7_Obj2_Touch,Ch7_Obj3_X,Ch7_Obj3_Y,Ch7_Obj3_Vpix/s,Ch7_Obj3_Prox,Ch7_Obj3_Touch,Ch7_Obj4_X,Ch7_Obj4_Y,Ch7_Obj4_Vpix/s,Ch7_Obj4_Prox,Ch7_Obj4_Touch,Ch7_Obj5_X,Ch7_Obj5_Y,Ch7_Obj5_Vpix/s,Ch7_Obj5_Prox,Ch7_Obj5_Touch,Ch7_Obj6_X,Ch7_Obj6_Y,Ch7_Obj6_Vpix/s,Ch7_Obj6_Prox,Ch7_Obj6_Touch,Ch8_Error,Ch8_PI_r,Ch8_AvX,Ch8_AssErr,Ch8_Left,Ch8_Void,Ch8_Right,Ch8_Obj1_X,Ch8_Obj1_Y,Ch8_Obj1_Vpix/s,Ch8_Obj1_Prox,Ch8_Obj1_Touch,Ch8_Obj2_X,Ch8_Obj2_Y,Ch8_Obj2_Vpix/s,Ch8_Obj2_Prox,Ch8_Obj2_Touch,Ch8_Obj3_X,Ch8_Obj3_Y,Ch8_Obj3_Vpix/s,Ch8_Obj3_Prox,Ch8_Obj3_Touch,Ch8_Obj4_X,Ch8_Obj4_Y,Ch8_Obj4_Vpix/s,Ch8_Obj4_Prox,Ch8_Obj4_Touch,Ch8_Obj5_X,Ch8_Obj5_Y,Ch8_Obj5_Vpix/s,Ch8_Obj5_Prox,Ch8_Obj5_Touch,Ch8_Obj6_X,Ch8_Obj6_Y,Ch8_Obj6_Vpix/s,Ch8_Obj6_Prox,Ch8_Obj6_Touch,Ch9_Error,Ch9_PI_r,Ch9_AvX,Ch9_AssErr,Ch9_Left,Ch9_Void,Ch9_Right,Ch9_Obj1_X,Ch9_Obj1_Y,Ch9_Obj1_Vpix/s,Ch9_Obj1_Prox,Ch9_Obj1_Touch,Ch9_Obj2_X,Ch9_Obj2_Y,Ch9_Obj2_Vpix/s,Ch9_Obj2_Prox,Ch9_Obj2_Touch,Ch9_Obj3_X,Ch9_Obj3_Y,Ch9_Obj3_Vpix/s,Ch9_Obj3_Prox,Ch9_Obj3_Touch,Ch9_Obj4_X,Ch9_Obj4_Y,Ch9_Obj4_Vpix/s,Ch9_Obj4_Prox,Ch9_Obj4_Touch,Ch9_Obj5_X,Ch9_Obj5_Y,Ch9_Obj5_Vpix/s,Ch9_Obj5_Prox,Ch9_Obj5_Touch,Ch9_Obj6_X,Ch9_Obj6_Y,Ch9_Obj6_Vpix/s,Ch9_Obj6_Prox,Ch9_Obj6_Touch,Ch10_Error,Ch10_PI_r,Ch10_AvX,Ch10_AssErr,Ch10_Left,Ch10_Void,Ch10_Right,Ch10_Obj1_X,Ch10_Obj1_Y,Ch10_Obj1_Vpix/s,Ch10_Obj1_Prox,Ch10_Obj1_Touch,Ch10_Obj2_X,Ch10_Obj2_Y,Ch10_Obj2_Vpix/s,Ch10_Obj2_Prox,Ch10_Obj2_Touch,Ch10_Obj3_X,Ch10_Obj3_Y,Ch10_Obj3_Vpix/s,Ch10_Obj3_Prox,Ch10_Obj3_Touch,Ch10_Obj4_X,Ch10_Obj4_Y,Ch10_Obj4_Vpix/s,Ch10_Obj4_Prox,Ch10_Obj4_Touch,Ch10_Obj5_X,Ch10_Obj5_Y,Ch10_Obj5_Vpix/s,Ch10_Obj5_Prox,Ch10_Obj5_Touch,Ch10_Obj6_X,Ch10_Obj6_Y,Ch10_Obj6_Vpix/s,Ch10_Obj6_Prox,Ch10_Obj6_Touch,Ch11_Error,Ch11_PI_r,Ch11_AvX,Ch11_AssErr,Ch11_Left,Ch11_Void,Ch11_Right,Ch11_Obj1_X,Ch11_Obj1_Y,Ch11_Obj1_Vpix/s,Ch11_Obj1_Prox,Ch11_Obj1_Touch,Ch11_Obj2_X,Ch11_Obj2_Y,Ch11_Obj2_Vpix/s,Ch11_Obj2_Prox,Ch11_Obj2_Touch,Ch11_Obj3_X,Ch11_Obj3_Y,Ch11_Obj3_Vpix/s,Ch11_Obj3_Prox,Ch11_Obj3_Touch,Ch11_Obj4_X,Ch11_Obj4_Y,Ch11_Obj4_Vpix/s,Ch11_Obj4_Prox,Ch11_Obj4_Touch,Ch11_Obj5_X,Ch11_Obj5_Y,Ch11_Obj5_Vpix/s,Ch11_Obj5_Prox,Ch11_Obj5_Touch,Ch11_Obj6_X,Ch11_Obj6_Y,Ch11_Obj6_Vpix/s,Ch11_Obj6_Prox,Ch11_Obj6_Touch,Ch12_Error,Ch12_PI_r,Ch12_AvX,Ch12_AssErr,Ch12_Left,Ch12_Void,Ch12_Right,Ch12_Obj1_X,Ch12_Obj1_Y,Ch12_Obj1_Vpix/s,Ch12_Obj1_Prox,Ch12_Obj1_Touch,Ch12_Obj2_X,Ch12_Obj2_Y,Ch12_Obj2_Vpix/s,Ch12_Obj2_Prox,Ch12_Obj2_Touch,Ch12_Obj3_X,Ch12_Obj3_Y,Ch12_Obj3_Vpix/s,Ch12_Obj3_Prox,Ch12_Obj3_Touch,Ch12_Obj4_X,Ch12_Obj4_Y,Ch12_Obj4_Vpix/s,Ch12_Obj4_Prox,Ch12_Obj4_Touch,Ch12_Obj5_X,Ch12_Obj5_Y,Ch12_Obj5_Vpix/s,Ch12_Obj5_Prox,Ch12_Obj5_Touch,Ch12_Obj6_X,Ch12_Obj6_Y,Ch12_Obj6_Vpix/s,Ch12_Obj6_Prox,Ch12_Obj6_Touch,Ch13_Error,Ch13_PI_r,Ch13_AvX,Ch13_AssErr,Ch13_Left,Ch13_Void,Ch13_Right,Ch13_Obj1_X,Ch13_Obj1_Y,Ch13_Obj1_Vpix/s,Ch13_Obj1_Prox,Ch13_Obj1_Touch,Ch13_Obj2_X,Ch13_Obj2_Y,Ch13_Obj2_Vpix/s,Ch13_Obj2_Prox,Ch13_Obj2_Touch,Ch13_Obj3_X,Ch13_Obj3_Y,Ch13_Obj3_Vpix/s,Ch13_Obj3_Prox,Ch13_Obj3_Touch,Ch13_Obj4_X,Ch13_Obj4_Y,Ch13_Obj4_Vpix/s,Ch13_Obj4_Prox,Ch13_Obj4_Touch,Ch13_Obj5_X,Ch13_Obj5_Y,Ch13_Obj5_Vpix/s,Ch13_Obj5_Prox,Ch13_Obj5_Touch,Ch13_Obj6_X,Ch13_Obj6_Y,Ch13_Obj6_Vpix/s,Ch13_Obj6_Prox,Ch13_Obj6_Touch,Ch14_Error,Ch14_PI_r,Ch14_AvX,Ch14_AssErr,Ch14_Left,Ch14_Void,Ch14_Right,Ch14_Obj1_X,Ch14_Obj1_Y,Ch14_Obj1_Vpix/s,Ch14_Obj1_Prox,Ch14_Obj1_Touch,Ch14_Obj2_X,Ch14_Obj2_Y,Ch14_Obj2_Vpix/s,Ch14_Obj2_Prox,Ch14_Obj2_Touch,Ch14_Obj3_X,Ch14_Obj3_Y,Ch14_Obj3_Vpix/s,Ch14_Obj3_Prox,Ch14_Obj3_Touch,Ch14_Obj4_X,Ch14_Obj4_Y,Ch14_Obj4_Vpix/s,Ch14_Obj4_Prox,Ch14_Obj4_Touch,Ch14_Obj5_X,Ch14_Obj5_Y,Ch14_Obj5_Vpix/s,Ch14_Obj5_Prox,Ch14_Obj5_Touch,Ch14_Obj6_X,Ch14_Obj6_Y,Ch14_Obj6_Vpix/s,Ch14_Obj6_Prox,Ch14_Obj6_Touch
0.000,00:00:00,79800,0,Started,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,-1.000,-0.566,46.690,6,0,0,46.000,8.000,1197.192,0.000,1,46.000,8.000,1197.192,0.000,1,46.000,8.000,1197.192,0.000,1,46.000,8.000,1197.192,0.000,1,46.000,8.000,1197.192,0.000,1,46.000,8.000,1197.192,0.000,1,No blobs found,NaN,NaN,NaN,0,6,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,No error,-1.000,-0.311,20.025,6,0,0,82.000,9.000,0.000,1.000,1,82.000,10.000,25.641,1.000,1,82.000,11.000,51.282,1.000,1,65.000,9.500,436.086,0.000,1,65.000,9.500,436.086,0.000,1,62.000,10.000,513.461,3.041,1,No error,1.000,0.227,132.850,0,0,6,129.000,16.000,3333.037,0.000,1,129.000,16.000,3333.037,0.000,1,129.000,16.000,3333.037,0.000,1,129.000,16.000,3333.037,0.000,1,129.000,16.000,3333.037,0.000,1,132.000,15.000,3406.398,3.162,1,No blobs found,NaN,NaN,NaN,0,6,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,No blobs found,NaN,NaN,NaN,0,6,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,No blobs found,NaN,NaN,NaN,0,6,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,No blobs found,NaN,NaN,NaN,0,6,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,No blobs found,NaN,NaN,NaN,0,6,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,No blobs found,NaN,NaN,NaN,0,6,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
1.036,00:00:01,79827,0,Started,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,-1.000,-0.775,0.944,6,0,0,19.030,14.727,10.929,8.564,1,11.889,10.000,24.217,6.890,1,32.345,17.483,14.303,8.533,1,43.235,10.441,18.284,12.969,1,28.462,9.885,2.566,8.533,1,8.222,15.833,4.060,6.890,1,No error,-0.200,-0.265,0.527,3,1,2,15.333,12.667,13.514,5.983,1,115.163,12.233,11.117,10.721,1,12.357,17.857,7.940,5.983,1,72.108,15.216,6.527,43.158,0,124.500,17.500,11.536,8.503,1,130.111,11.111,2.871,8.503,1,No error,-0.333,-0.171,183.987,4,0,2,7.500,16.667,13.702,6.525,1,13.417,13.917,4717.625,6.525,1,79.939,12.633,67.684,16.901,0,63.262,9.885,10.816,16.901,0,169.358,9.209,25.155,24.280,0,193.593,10.704,1.598,24.280,0,No error,1.000,0.382,1.513,0,1,5,158.900,11.000,6.904,4.703,1,111.545,7.545,33.458,5.035,1,184.000,9.657,33.347,25.136,0,154.238,11.619,30.502,4.703,1,116.571,7.238,38.798,5.035,1,149.571,10.714,37.074,4.754,1,No error,0.333,0.157,38.134,2,0,4,78.684,17.842,17.660,17.175,0,164.536,14.929,16.038,24.609,0,123.200,9.267,977.804,6.465,1,123.679,15.714,74.606,6.465,1,63.387,10.032,2.233,17.175,0,189.138,14.345,17.551,24.609,0,No error,0.667,0.343,0.424,1,0,5,200.571,13.714,7.454,50.586,0,150.000,14.913,2.306,4.513,1,133.720,9.680,10.865,12.455,1,142.875,18.125,0.000,3.302,1,145.900,16.800,0.000,3.302,1,85.308,12.000,4.931,48.468,0,No error,1.000,0.394,1.592,0,1,5,150.333,14.708,4.533,13.962,1,181.333,8.111,0.000,4.119,1,134.526,11.211,39.157,5.013,1,101.273,12.409,21.039,33.275,0,138.200,7.800,40.832,5.013,1,184.786,10.357,8.940,4.119,1,No error,-0.667,-0.132,1.443,5,0,1,63.818,17.455,16.483,4.806,1,96.143,14.714,11.583,5.863,1,68.583,18.083,37.006,4.806,1,75.714,11.000,4.445,10.051,1,90.400,13.533,8.716,5.863,1,162.364,15.591,25.641,66.227,0,No error,-1.000,-0.146,0.659,2,4,0,67.375,16.687,16.896,5.131,1,102.750,22.125,4.347,3.251,1,106.000,22.200,8.209,3.251,1,99.429,21.000,7.770,3.507,1,98.667,8.333,9.556,12.690,1,71.667,19.500,8.730,5.131,1,No error,0.600,0.356,1.462,1,1,4,80.167,13.979,24.728,21.353,0,182.946,17.270,10.897,14.249,1,160.784,16.676,2.795,12.122,1,101.500,13.056,7.408,21.353,0,148.700,17.633,37.498,12.122,1,196.425,12.650,7.087,14.249,1
2.034,00:00:02,79853,0,Started,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,-1.000,-0.770,1.715,6,0,0,19.968,18.677,10.354,7.367,1,41.612,17.633,19.281,8.157,1,33.727,15.545,10.598,7.475,1,14.818,13.409,9.170,6.753,1,28.222,10.489,4.920,7.475,1,8.087,12.870,43.975,6.753,1,No error,0.000,-0.184,9.777,3,0,3,66.765,9.412,10.981,5.798,1,123.220,10.756,48.234,6.689,1,17.375,13.656,15.959,49.572,0,70.500,13.846,1.395,5.798,1,124.727,17.273,46.861,5.722,1,119.125,18.437,250.693,5.722,1,No error,-0.333,-0.179,1.728,4,0,2,10.278,8.167,8.760,14.300,1,24.205,11.410,1.906,14.300,1,71.909,7.145,20.253,8.269,1,74.091,15.121,44.309,8.269,1,155.414,7.700,43.784,31.570,0,186.343,14.030,11.031,31.570,0,No error,0.667,0.406,1.591,1,0,5,158.500,11.000,0.000,4.038,1,93.686,10.086,40.793,56.898,0,168.857,6.762,3.937,5.323,1,154.462,11.000,0.000,4.038,1,163.667,5.583,0.000,5.323,1,150.583,9.833,0.000,4.050,1,No error,-0.200,0.044,1.072,3,1,2,79.242,17.848,12.617,8.657,1,150.303,15.576,27.497,32.186,0,70.706,16.412,7.968,8.657,1,112.241,12.222,16.842,33.475,0,75.700,6.450,19.313,11.144,1,182.316,12.237,3.907,32.186,0,No error,0.667,0.378,0.406,1,0,5,147.000,16.600,4.218,6.161,1,181.083,18.167,3.140,18.859,0,132.595,11.214,0.000,10.802,1,141.000,18.000,10.398,6.161,1,195.944,6.556,5.918,18.859,0,83.000,9.324,6.333,49.631,0,No error,0.600,0.239,0.597,1,1,4,153.741,10.407,2.721,8.143,1,145.600,10.600,0.000,8.143,1,130.333,14.937,14.973,15.871,0,98.151,17.943,1.758,11.654,1,92.522,7.739,3.012,11.654,1,171.364,17.705,15.297,19.074,0,No error,-0.333,0.048,22.690,4,0,2,64.077,13.692,38.471,11.601,1,88.875,14.125,47.965,5.026,1,179.286,17.429,4.914,9.291,1,75.591,12.273,2.488,11.601,1,89.222,9.111,581.805,5.026,1,175.909,8.773,0.000,9.291,1,No error,0.000,0.001,1.044,2,2,2,158.107,11.071,4.314,37.082,0,97.462,12.308,0.000,19.680,0,121.762,18.429,16.133,5.443,1,116.353,17.824,24.194,5.443,1,71.053,11.842,22.257,5.448,1,74.900,15.700,26.770,5.448,1,No error,0.600,0.335,0.832,1,1,4,67.388,19.020,21.344,38.067,0,180.500,16.289,12.109,14.103,1,159.622,17.514,4.979,9.978,1,105.362,16.362,7.828,38.067,0,150.383,13.745,14.463,9.978,1,194.000,12.211,13.071,14.103,1
3.031,00:00:03,79879,0,Started,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,-1.000,-0.753,0.749,6,0,0,22.219,18.219,18.260,8.421,1,34.283,19.130,19.706,10.185,1,49.029,13.353,10.092,15.838,0,14.114,15.600,5.855,7.401,1,27.425,11.600,3.314,8.421,1,9.923,9.500,4.269,7.401,1,No error,-0.500,-0.196,2.107,3,2,1,62.929,16.214,3.404,5.958,1,139.907,16.256,55.444,25.635,0,21.886,14.800,15.950,41.067,0,66.750,11.643,20.597,5.958,1,114.273,16.091,16.178,6.622,1,107.824,14.588,17.614,6.622,1,No error,-0.333,-0.255,1.676,4,0,2,9.409,10.409,9.609,11.172,1,19.018,16.109,2.591,11.172,1,58.255,6.170,5.008,31.956,0,90.072,9.145,28.725,31.956,0,130.974,7.039,44.114,35.084,0,166.025,8.544,17.553,35.084,0,No error,0.200,0.084,48.868,2,1,3,112.500,17.000,2.193,37.187,0,76.000,9.886,0.815,37.187,0,153.769,7.615,1285.989,6.019,1,162.444,11.917,17.987,6.744,1,159.520,5.840,30.270,6.019,1,21.706,11.588,14.956,54.321,0,No error,-0.200,0.019,1.512,3,1,2,77.640,16.440,3.711,7.814,1,149.400,14.700,22.173,15.161,0,69.833,16.100,23.786,7.814,1,106.200,11.917,10.173,18.442,0,88.257,7.657,16.040,13.779,1,163.000,8.000,39.800,15.161,0,No error,0.667,0.424,0.618,1,0,5,143.096,9.846,16.264,16.131,0,189.645,16.613,5.951,9.307,1,126.977,9.233,2.737,16.131,0,175.360,11.120,4.953,15.305,0,192.733,7.833,4.298,9.307,1,82.412,11.353,16.041,44.615,0,No error,0.500,0.233,54.314,1,2,3,158.414,13.190,65.737,14.486,1,88.174,13.326,8.199,13.852,1,144.471,17.118,28.117,14.486,1,101.300,17.750,1429.304,7.378,1,108.667,17.333,86.836,7.378,1,186.568,13.568,13.131,28.157,0,No error,-0.333,-0.004,15.962,4,0,2,69.370,9.889,14.739,6.850,1,68.000,16.600,420.065,4.854,1,170.125,15.062,8.387,11.414,1,72.842,16.263,43.253,4.854,1,81.034,10.379,56.786,10.086,1,178.000,6.800,8.017,11.414,1,No error,0.600,0.264,1.332,1,1,4,158.367,11.233,2.885,10.838,1,79.143,19.086,12.947,18.027,0,147.550,10.550,35.052,6.081,1,141.783,12.478,26.741,6.081,1,96.769,15.308,13.186,18.027,0,184.400,13.300,13.321,26.115,0,No error,0.600,0.296,1.026,1,1,4,54.431,11.451,27.000,45.518,0,179.068,11.568,11.336,12.737,1,157.047,16.163,5.952,7.190,1,99.865,14.212,14.813,45.518,0,151.018,12.246,2.482,7.190,1,190.789,16.553,7.443,12.737,1
4.029,00:00:04,79905,0,Started,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,-1.000,-0.770,0.655,6,0,0,19.000,16.600,17.238,7.865,1,27.902,20.537,1.141,9.734,1,50.844,13.844,6.833,23.898,0,11.135,16.595,4.771,7.865,1,24.075,8.925,6.769,9.201,1,13.294,9.029,8.046,7.867,1,No error,-0.200,-0.115,0.887,3,1,2,180.743,10.600,0.374,49.838,0,131.238,16.357,23.339,17.138,0,22.389,16.111,7.199,31.378,0,63.209,17.186,8.656,9.524,1,114.400,13.167,7.118,17.138,0,53.714,17.929,0.000,9.524,1,No error,-0.200,-0.284,1.066,3,1,2,16.085,6.213,28.052,7.749,1,15.614,13.947,14.453,7.749,1,48.923,5.712,8.815,32.842,0,105.159,10.609,5.977,14.499,1,119.329,7.534,8.416,14.499,1,150.051,10.671,25.232,30.882,0,No error,0.200,0.087,1.578,2,1,3,151.225,9.475,0.000,16.650,0,62.750,15.062,41.517,43.027,0,167.840,10.560,2.922,5.833,1,173.636,9.909,18.958,5.833,1,112.325,12.075,9.420,38.987,0,20.000,10.187,4.429,43.027,0,No error,0.000,0.029,1.693,2,2,2,79.432,14.162,6.897,9.449,1,141.455,14.364,44.541,19.923,0,70.708,17.792,0.000,9.449,1,109.218,13.127,9.373,11.031,1,98.750,9.650,3.652,11.031,1,161.179,11.564,11.813,19.923,0,No error,0.667,0.415,1.385,1,0,5,146.170,11.149,26.259,17.954,0,190.909,16.394,13.079,7.285,1,128.217,10.913,18.293,17.954,0,177.795,12.718,10.221,13.620,1,191.400,9.125,3.831,7.285,1,69.905,14.476,36.454,58.421,0,No error,0.600,0.330,0.729,1,1,4,157.556,18.056,19.177,6.831,1,86.907,14.512,3.213,15.613,0,141.694,15.878,3.132,16.011,0,102.353,12.235,13.818,15.613,0,159.974,11.667,9.046,6.831,1,201.275,14.575,8.553,41.403,0,No error,0.000,0.156,0.788,3,0,3,61.889,9.370,4.913,10.571,1,75.531,9.750,3.289,9.232,1,185.083,12.583,0.000,6.872,1,69.483,16.724,20.733,9.232,1,162.556,13.704,6.803,22.556,0,187.750,6.250,4.792,6.872,1,No error,0.600,0.347,61.812,1,1,4,178.500,12.000,35.307,14.453,1,79.062,18.687,11.425,17.839,0,154.542,11.083,40.275,5.527,1,96.372,14.372,59.441,17.839,0,159.933,9.867,1626.622,5.527,1,192.458,15.750,9.807,14.453,1,No error,0.600,0.272,0.558,1,1,4,37.760,18.220,8.708,58.739,0,191.373,9.000,14.676,8.454,1,148.769,18.077,5.010,9.526,1,96.458,16.042,3.401,52.350,0,153.508,9.814,5.723,9.526,1,188.442,16.930,14.239,8.454,1
5.065,00:00:05,79932,0,Started,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,0.000,0.000,0.000,0,0,0,No error,-1.000,-0.013,10.891,1,5,0,114.406,16.531,94.702,6.983,1,86.488,16.814,24.771,13.417,1,109.488,21.488,20.051,6.983,1,98.961,11.868,17.498,7.451,1,113.667,9.083,21.471,7.485,1,104.878,7.341,19.785,7.451,1,No error,0.000,0.025,44.599,0,6,0,114.333,7.190,387.819,5.734,1,108.765,5.824,101.514,5.734,1,108.531,22.156,1.318,7.621,1,101.043,7.913,17.863,7.999,1,115.744,19.154,21.506,7.812,1,106.402,14.839,19.831,7.621,1,No error,0.333,0.029,5.655,1,3,2,89.125,6.714,21.536,10.223,1,117.895,7.737,10.757,10.987,1,107.123,9.901,49.175,8.333,1,100.296,18.778,14.458,11.198,1,99.347,6.907,38.565,8.333,1,140.794,10.956,4.236,23.125,0,No error,-1.000,-0.084,29.552,2,4,0,95.196,5.843,17.201,9.064,1,98.614,14.657,24.653,5.726,1,91.577,15.346,73.230,7.071,1,86.526,10.237,256.971,7.184,1,103.973,16.676,33.650,5.726,1,104.172,4.586,67.427,9.064,1,No error,0.333,0.021,6.579,1,3,2,102.340,18.340,14.746,7.564,1,88.179,9.750,20.646,10.354,1,111.788,13.962,3.045,9.940,1,121.707,14.610,2.265,9.940,1,98.297,11.946,13.263,7.564,1,133.477,16.045,57.209,11.857,1,No error,-0.333,0.070,17.477,2,3,1,88.465,10.442,151.971,9.796,1,189.647,11.088,14.951,80.693,0,102.179,16.304,63.484,8.081,1,99.792,8.528,48.742,8.133,1,94.125,18.437,21.618,8.331,1,109.432,19.865,12.645,8.081,1,No error,-1.000,-0.078,21.492,3,3,0,103.810,8.619,101.709,11.511,1,95.587,17.651,34.199,8.736,1,115.945,19.800,186.884,12.314,1,103.683,20.933,17.941,8.736,1,92.308,9.077,50.266,9.180,1,78.062,17.297,111.292,16.447,0,No error,0.000,-0.040,47.630,1,4,1,100.529,5.941,4.257,5.949,1,114.056,9.306,102.724,5.355,1,104.129,10.677,47.631,5.949,1,119.263,10.553,35.088,5.355,1,96.808,19.385,55.616,11.376,1,81.704,7.556,414.175,18.895,0,No error,-0.333,0.066,6.729,2,3,1,108.657,12.557,23.773,9.715,1,92.029,15.265,12.934,8.641,1,184.852,11.667,31.628,73.932,0,98.889,9.889,58.516,8.715,1,85.000,10.240,36.316,8.641,1,111.619,21.810,2.137,9.715,1,No error,0.000,0.092,3.321,1,4,1,112.532,9.274,4.379,8.162,1,110.879,19.052,28.876,7.103,1,104.878,6.439,4.340,8.162,1,91.740,13.260,23.514,14.803,1,104.684,22.526,17.671,7.103,1,176.116,18.907,27.098,64.310,0
